ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-03-14,1460.1723629520243,-332.7681998827196,5090.578291569842,1460.1723629520243,1460.1723629520243,937.7307678276024,937.7307678276024,937.7307678276024,419.7200470818923,419.7200470818923,419.7200470818923,518.0107207457102,518.0107207457102,518.0107207457102,0.0,0.0,0.0,2397.9031307796267
2014-03-15,1460.2897830166683,-806.3817705643922,4702.289546542386,1460.2897830166683,1460.2897830166683,571.7774408859124,571.7774408859124,571.7774408859124,21.484394081416248,21.484394081416248,21.484394081416248,550.2930468044962,550.2930468044962,550.2930468044962,0.0,0.0,0.0,2032.0672239025807
2014-03-16,1460.407203081312,-665.1486238133234,5113.431981063654,1460.407203081312,1460.407203081312,773.7827649755309,773.7827649755309,773.7827649755309,203.64848850248674,203.64848850248674,203.64848850248674,570.1342764730441,570.1342764730441,570.1342764730441,0.0,0.0,0.0,2234.189968056843
2014-03-17,1460.5246231459555,-185.16981036255018,5204.0373896995425,1460.5246231459555,1460.5246231459555,989.3399463978253,989.3399463978253,989.3399463978253,411.61086696314914,411.61086696314914,411.61086696314914,577.7290794346761,577.7290794346761,577.7290794346761,0.0,0.0,0.0,2449.864569543781
2014-03-18,1460.6420432105992,-952.9417691317111,4549.149523409443,1460.6420432105992,1460.6420432105992,401.4629072456131,401.4629072456131,401.4629072456131,-172.03416700233308,-172.03416700233308,-172.03416700233308,573.4970742479462,573.4970742479462,573.4970742479462,0.0,0.0,0.0,1862.1049504562125
2014-03-19,1460.759463275243,-1630.107668434286,3982.568144229445,1460.759463275243,1460.759463275243,-482.3985148938321,-482.3985148938321,-482.3985148938321,-1040.4656655829597,-1040.4656655829597,-1040.4656655829597,558.0671506891275,558.0671506891275,558.0671506891275,0.0,0.0,0.0,978.3609483814109
2014-03-21,1460.9943034045305,-401.714718654854,4924.780088482317,1460.9943034045305,1460.9943034045305,916.7712224656627,916.7712224656627,916.7712224656627,419.72004708240667,419.72004708240667,419.72004708240667,497.05117538325607,497.05117538325607,497.05117538325607,0.0,0.0,0.0,2377.7655258701934
2014-03-22,1461.1117234691742,-831.3580986752402,4550.328049551893,1461.1117234691742,1461.1117234691742,475.05448730256654,475.05448730256654,475.05448730256654,21.484394082012916,21.484394082012916,21.484394082012916,453.5700932205536,453.5700932205536,453.5700932205536,0.0,0.0,0.0,1936.1662107717407
2014-03-23,1461.229143533818,-678.3805264881121,4839.58570255167,1461.229143533818,1461.229143533818,606.6929328468572,606.6929328468572,606.6929328468572,203.64848850318398,203.64848850318398,203.64848850318398,403.0444443436732,403.0444443436732,403.0444443436732,0.0,0.0,0.0,2067.922076380675
2014-03-24,1461.3465635984614,-465.68764425189886,4864.135171541835,1461.3465635984614,1461.3465635984614,758.3929082866163,758.3929082866163,758.3929082866163,411.61086696364885,411.61086696364885,411.61086696364885,346.7820413229674,346.7820413229674,346.7820413229674,0.0,0.0,0.0,2219.739471885078
2014-03-25,1461.4639836631054,-1120.8343798111773,4469.511204183323,1461.4639836631054,1461.4639836631054,114.101979960721,114.101979960721,114.101979960721,-172.03416700307076,-172.03416700307076,-172.03416700307076,286.13614696379176,286.13614696379176,286.13614696379176,0.0,0.0,0.0,1575.5659636238265
2014-03-26,1461.581403727749,-2096.6807669408868,3335.026116646838,1461.581403727749,1461.581403727749,-817.9923264350209,-817.9923264350209,-817.9923264350209,-1040.4656655832184,-1040.4656655832184,-1040.4656655832184,222.47333914819765,222.47333914819765,222.47333914819765,0.0,0.0,0.0,643.589077292728
2014-03-28,1461.8162438570364,-550.67574301416,4792.305091526291,1461.8162438570364,1461.8162438570364,511.1628932911883,511.1628932911883,511.1628932911883,419.72004708149615,419.72004708149615,419.72004708149615,91.44284620969215,91.44284620969215,91.44284620969215,0.0,0.0,0.0,1972.9791371482247
2014-03-29,1461.9336639216801,-1224.909039021411,4173.841887254819,1461.9336639216801,1461.9336639216801,48.08461269403979,48.08461269403979,48.08461269403979,21.484394081459776,21.484394081459776,21.484394081459776,26.600218612580015,26.600218612580015,26.600218612580015,0.0,0.0,0.0,1510.01827661572
2014-03-30,1462.0510839863239,-1067.8165347153822,4377.263686761454,1462.0510839863239,1462.0510839863239,167.38655887273873,167.38655887273873,167.38655887273873,203.64848850265778,203.64848850265778,203.64848850265778,-36.26192962991904,-36.26192962991904,-36.26192962991904,0.0,0.0,0.0,1629.4376428590626
2014-03-31,1462.1685040509676,-909.7538794269847,4379.27767434148,1462.1685040509676,1462.1685040509676,315.46876073010884,315.46876073010884,315.46876073010884,411.6108669637335,411.6108669637335,411.6108669637335,-96.14210623362463,-96.14210623362463,-96.14210623362463,0.0,0.0,0.0,1777.6372647810765
2014-04-01,1462.2859241156114,-1582.7319330654313,3883.274612322353,1462.2859241156114,1462.2859241156114,-324.21314762405484,-324.21314762405484,-324.21314762405484,-172.03416700151047,-172.03416700151047,-172.03416700151047,-152.17898062254437,-152.17898062254437,-152.17898062254437,0.0,0.0,0.0,1138.0727764915564
2014-04-02,1462.403344180255,-2630.3529027145037,2818.491468145878,1462.403344180255,1462.403344180255,-1244.1306973572698,-1244.1306973572698,-1244.1306973572698,-1040.4656655830772,-1040.4656655830772,-1040.4656655830772,-203.66503177419253,-203.66503177419253,-203.66503177419253,0.0,0.0,0.0,218.27264682298528
2014-04-03,1462.5207642448986,-1418.1787646554549,3963.7031728414663,1462.5207642448986,1462.5207642448986,-94.0197848549047,-94.0197848549047,-94.0197848549047,156.03603595536046,156.03603595536046,156.03603595536046,-250.05582081026517,-250.05582081026517,-250.05582081026517,0.0,0.0,0.0,1368.500979389994
2014-04-04,1462.6381843095426,-1085.1432404895024,4268.659050368151,1462.6381843095426,1462.6381843095426,128.7452685161692,128.7452685161692,128.7452685161692,419.7200470805856,419.7200470805856,419.7200470805856,-290.9747785644164,-290.9747785644164,-290.9747785644164,0.0,0.0,0.0,1591.3834528257119
2014-04-05,1462.755604374186,-1669.1173358585859,3926.4064401640608,1462.755604374186,1462.755604374186,-304.7291228246294,-304.7291228246294,-304.7291228246294,21.484394080906636,21.484394080906636,21.484394080906636,-326.21351690553604,-326.21351690553604,-326.21351690553604,0.0,0.0,0.0,1158.0264815495566
2014-04-06,1462.8730244388298,-1272.45647794823,4015.992090802394,1462.8730244388298,1462.8730244388298,-152.0793001154968,-152.0793001154968,-152.0793001154968,203.64848850324293,203.64848850324293,203.64848850324293,-355.72778861873974,-355.72778861873974,-355.72778861873974,0.0,0.0,0.0,1310.793724323333
2014-04-07,1462.9904445034736,-1179.1521809722708,4366.638552890662,1462.9904445034736,1462.9904445034736,31.981535901969206,31.981535901969206,31.981535901969206,411.61086696338043,411.61086696338043,411.61086696338043,-379.6293310614112,-379.6293310614112,-379.6293310614112,0.0,0.0,0.0,1494.9719804054428
2014-04-08,1463.1078645681173,-1791.287227673848,3985.266292414733,1463.1078645681173,1463.1078645681173,-570.2080978602787,-570.2080978602787,-570.2080978602787,-172.03416700267348,-172.03416700267348,-172.03416700267348,-398.1739308576053,-398.1739308576053,-398.1739308576053,0.0,0.0,0.0,892.8997667078386
2014-04-11,1463.4601247620485,-1365.380067274756,3932.1715037936274,1463.4601247620485,1463.4601247620485,-6.324286809296228,-6.324286809296228,-6.324286809296228,419.7200470811,419.7200470811,419.7200470811,-426.0443338903963,-426.0443338903963,-426.0443338903963,0.0,0.0,0.0,1457.1358379527524
2014-04-12,1463.5775448266922,-1536.635860279146,3634.123675008151,1463.5775448266922,1463.5775448266922,-406.52491231924046,-406.52491231924046,-406.52491231924046,21.484394081155955,21.484394081155955,21.484394081155955,-428.00930640039644,-428.00930640039644,-428.00930640039644,0.0,0.0,0.0,1057.0526325074518
2014-04-13,1463.6949648913358,-1258.5531588890308,4063.2234661145108,1463.6949648913358,1463.6949648913358,-223.78622016209252,-223.78622016209252,-223.78622016209252,203.64848850282894,203.64848850282894,203.64848850282894,-427.43470866492146,-427.43470866492146,-427.43470866492146,0.0,0.0,0.0,1239.9087447292432
2014-04-15,1463.9298050206232,-1900.2076370315174,3666.72302221531,1463.9298050206232,1463.9298050206232,-593.5806630176513,-593.5806630176513,-593.5806630176513,-172.03416700383642,-172.03416700383642,-172.03416700383642,-421.5464960138149,-421.5464960138149,-421.5464960138149,0.0,0.0,0.0,870.3491420029719
2014-04-16,1464.047225085267,-2578.272761279171,2770.900944189118,1464.047225085267,1464.047225085267,-1458.1124006107066,-1458.1124006107066,-1458.1124006107066,-1040.4656655837678,-1040.4656655837678,-1040.4656655837678,-417.6467350269386,-417.6467350269386,-417.6467350269386,0.0,0.0,0.0,5.934824474560401
2014-04-18,1464.2820652145544,-1360.7129380580755,4186.8365390678,1464.2820652145544,1464.2820652145544,8.549880508138779,8.549880508138779,8.549880508138779,419.72004708114997,419.72004708114997,419.72004708114997,-411.1701665730112,-411.1701665730112,-411.1701665730112,0.0,0.0,0.0,1472.8319457226933
2014-04-19,1464.3994854872512,-1690.2170312546702,3880.493721993727,1464.3994854872512,1464.3994854872512,-388.204450255371,-388.204450255371,-388.204450255371,21.4843940817526,21.4843940817526,21.4843940817526,-409.6888443371236,-409.6888443371236,-409.6888443371236,0.0,0.0,0.0,1076.1950352318802
2014-04-20,1464.5169057599483,-1276.0097780824392,3916.0829471260017,1464.5169057599483,1464.5169057599483,-206.31505464485912,-206.31505464485912,-206.31505464485912,203.64848850352618,203.64848850352618,203.64848850352618,-409.96354314838527,-409.96354314838527,-409.96354314838527,0.0,0.0,0.0,1258.201851115089
2014-04-21,1464.634326032645,-1205.0674828167812,4144.45884928494,1464.634326032645,1464.634326032645,-0.6959015868825769,-0.6959015868825769,-0.6959015868825769,411.61086696352703,411.61086696352703,411.61086696352703,-412.30676855040963,-412.30676855040963,-412.30676855040963,0.0,0.0,0.0,1463.9384244457624
2014-04-22,1464.7517463053418,-1892.3524504155027,3618.4510238465705,1464.7517463053418,1464.7517463053418,-588.9555516217978,-588.9555516217978,-588.9555516217978,-172.03416700227612,-172.03416700227612,-172.03416700227612,-416.9213846195217,-416.9213846195217,-416.9213846195217,0.0,0.0,0.0,875.7961946835441
2014-04-23,1464.8691665780389,-2759.6448543514925,2817.4568182914236,1464.8691665780389,1464.8691665780389,-1464.3629659765566,-1464.3629659765566,-1464.3629659765566,-1040.46566558354,-1040.46566558354,-1040.46566558354,-423.8973003930165,-423.8973003930165,-423.8973003930165,0.0,0.0,0.0,0.5062006014823055
2014-04-25,1465.1040071234324,-1349.5325595365375,4094.951663728531,1465.1040071234324,1465.1040071234324,-25.012207948720356,-25.012207948720356,-25.012207948720356,419.72004708119994,419.72004708119994,419.72004708119994,-444.7322550299203,-444.7322550299203,-444.7322550299203,0.0,0.0,0.0,1440.0917991747122
2014-04-26,1465.2214273961292,-1736.2727813679094,3841.5996772115855,1465.2214273961292,1465.2214273961292,-436.7401461696805,-436.7401461696805,-436.7401461696805,21.484394080852063,21.484394080852063,21.484394080852063,-458.2245402505325,-458.2245402505325,-458.2245402505325,0.0,0.0,0.0,1028.4812812264488
2014-04-28,1465.456267941523,-1189.3521913432785,4048.112463609046,1465.456267941523,1465.456267941523,-78.1228741934826,-78.1228741934826,-78.1228741934826,411.610866962759,411.610866962759,411.610866962759,-489.7337411562416,-489.7337411562416,-489.7337411562416,0.0,0.0,0.0,1387.3333937480404
2014-04-29,1465.5736882142198,-2167.6688434517455,3541.638620197244,1465.5736882142198,1465.5736882142198,-678.9026691010102,-678.9026691010102,-678.9026691010102,-172.03416700301383,-172.03416700301383,-172.03416700301383,-506.86850209799644,-506.86850209799644,-506.86850209799644,0.0,0.0,0.0,786.6710191132096
2014-04-30,1465.6911084869168,-2850.0628603025857,2673.9828138927164,1465.6911084869168,1465.6911084869168,-1564.7068609083994,-1564.7068609083994,-1564.7068609083994,-1040.4656655833123,-1040.4656655833123,-1040.4656655833123,-524.2411953250871,-524.2411953250871,-524.2411953250871,0.0,0.0,0.0,-99.0157524214826
2014-05-02,1465.9259490323104,-1464.1399190335808,3894.3366184791894,1465.9259490323104,1465.9259490323104,-137.73872941143009,-137.73872941143009,-137.73872941143009,419.7200470802895,419.7200470802895,419.7200470802895,-557.4587764917196,-557.4587764917196,-557.4587764917196,0.0,0.0,0.0,1328.1872196208803
